,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,5,GPS_L1,1273530663367676201,-1793482.917,-26385874.095,350879.029,330.49,35.598,3168.963,-3793.772,-0.001,22411638.198,1.799,0.0,6.394,4.556,22407833.475999996,G5,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
1,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,25,GPS_L1,1273530663372916729,-14624682.604,-7646286.847,20626927.623,-44.651,-2667.274,-982.743,1223.639,0.0,20840567.427,2.998,0.0,4.274,2.975,20841783.816999998,G25,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
2,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,29,GPS_L1,1273530663366248470,-22071468.705,956436.573,14716007.357,1568.747,-1030.208,2410.296,-31299.951,-0.003,22839661.183,1.799,0.0,6.66,5.027,22808349.544999998,G29,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
3,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,31,GPS_L1,1273530663357902745,-8330576.907,12817215.405,21688128.095,-2423.91,-1327.824,-101.387,-12713.752,-0.001,25341646.595,3.897,0.0,9.633,29.824,25328893.385999996,G31,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
4,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,2,GPS_L1,1273530663371182026,-2855924.443,-17108394.318,20770225.242,2322.145,913.69,1100.869,-136679.995,-0.0,21360618.304,1.199,0.0,4.021,2.801,21223931.487,G2,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
5,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,6,GPS_L1,1273530663365698039,9061419.45,-11924935.516,21989832.774,2455.514,1289.264,-309.037,-81413.658,-0.002,23004676.246,1.799,0.0,6.269,5.11,22923251.209,G6,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
6,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,12,GPS_L1,1273530663375477232,-10552375.953,-17981919.118,16312006.711,199.161,-2101.383,-2140.99,35342.967,-0.002,20072947.939,1.199,0.0,3.75,2.505,20108284.651,G12,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
7,2020-05-14-US-MTV-1,Pixel4,1273530663442,1,24,GPS_L1,1273530663362698069,-21071936.565,-14992668.303,-7038521.192,911.605,71.135,-2927.49,-3908.377,0.001,23904044.626,5.696,0.0,8.705,7.139,23900120.405,G24,1273530664442,-2705866.008812683,-4277339.215368406,3868089.685094552,2711.3121424873875
0,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,5,GPS_L1,1273530664367677833,-1793152.409,-26385838.307,354047.994,330.524,35.978,3168.956,-3793.773,-0.001,22411148.936,1.799,0.0,6.394,4.555,22407344.214,G5,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
1,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,25,GPS_L1,1273530664372917883,-14624727.331,-7648954.059,20625944.655,-44.801,-2667.143,-983.189,1223.639,0.0,20840221.467,3.298,0.0,4.273,2.975,20841437.858,G25,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
2,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,29,GPS_L1,1273530664366249942,-22069899.854,955406.241,14718417.499,1568.95,-1030.452,2409.982,-31299.954,-0.003,22839219.889,1.799,0.0,6.659,5.027,22807908.248999998,G29,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
3,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,31,GPS_L1,1273530664357904264,-8333000.851,12815887.653,21688026.476,-2423.97,-1327.676,-101.85,-12713.753,-0.001,25341191.21,3.897,0.0,9.633,29.799,25328438.025000002,G31,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
4,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,2,GPS_L1,1273530664371180990,-2853602.212,-17107480.672,20771325.901,2322.321,913.604,1100.451,-136679.995,-0.0,21360928.889,1.499,0.0,4.021,2.801,21224242.071999997,G2,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
5,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,6,GPS_L1,1273530664365696069,9063874.981,-11923646.339,21989523.505,2455.559,1289.094,-309.503,-81413.659,-0.002,23005266.837,1.799,0.0,6.27,5.111,22923841.797,G6,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
6,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,12,GPS_L1,1273530664375477112,-10552176.86,-17984020.37,16309865.546,199.025,-2101.122,-2141.34,35342.966,-0.002,20072983.914,1.499,0.0,3.75,2.505,20108320.625,G12,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
7,2020-05-14-US-MTV-1,Pixel4,1273530664442,1,24,GPS_L1,1273530664362696085,-21071024.794,-14992597.119,-7041448.603,911.939,71.233,-2927.344,-3908.376,0.001,23904639.414,5.096,0.0,8.706,7.141,23900715.191000003,G24,1273530665442,-2705874.557272914,-4277318.447974574,3868106.473958761,2717.3866904486044
0,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,5,GPS_L1,1273530665367679477,-1792821.868,-26385802.138,357216.951,330.558,36.358,3168.948,-3793.774,-0.001,22410656.078,1.799,0.0,6.393,4.555,22406851.356000002,G5,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
1,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,25,GPS_L1,1273530665372919034,-14624772.208,-7651621.138,20624961.241,-44.952,-2667.011,-983.635,1223.639,0.0,20839876.406,2.998,0.0,4.273,2.975,20841092.797,G25,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
2,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,29,GPS_L1,1273530665366251409,-22068330.8,954375.665,14720827.328,1569.153,-1030.696,2409.669,-31299.957,-0.003,22838780.093,2.099,0.0,6.659,5.026,22807468.450999998,G29,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
3,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,31,GPS_L1,1273530665357905783,-8335424.854,12814560.05,21687924.395,-2424.03,-1327.527,-102.312,-12713.754,-0.001,25340735.826,4.197,0.0,9.633,29.775,25327982.664,G31,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
4,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,2,GPS_L1,1273530665371179953,-2851279.806,-17106567.113,20772426.142,2322.496,913.518,1100.033,-136679.995,-0.0,21361239.773,1.199,0.0,4.021,2.801,21224552.955999997,G2,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
5,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,6,GPS_L1,1273530665365694113,9066330.558,-11922357.332,21989213.771,2455.603,1288.925,-309.968,-81413.661,-0.002,23005853.231,2.099,0.0,6.271,5.112,22924428.187,G6,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
6,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,12,GPS_L1,1273530665375477005,-10551977.904,-17986121.36,16307724.031,198.889,-2100.86,-2141.69,35342.964,-0.002,20073015.992,1.199,0.0,3.75,2.505,20108352.701,G12,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
7,2020-05-14-US-MTV-1,Pixel4,1273530665442,1,24,GPS_L1,1273530665362694000,-21070112.69,-14992525.837,-7044375.868,912.274,71.331,-2927.198,-3908.376,0.001,23905264.482,5.096,0.0,8.707,7.143,23901340.256000005,G24,1273530666442,-2705883.1739075826,-4277297.605625739,3868123.3139774236,2718.238865932317
0,2020-05-14-US-MTV-1,Pixel4,1273530666442,1,5,GPS_L1,1273530666367681120,-1792491.291,-26385765.589,360385.9,330.593,36.738,3168.94,-3793.774,-0.001,22410163.519,1.799,0.0,6.392,4.554,22406358.799,G5,1273530667442,-2705891.821259602,-4277276.670802478,3868140.168423705,2720.4993066790375
1,2020-05-14-US-MTV-1,Pixel4,1273530666442,1,25,GPS_L1,1273530666372920195,-14624817.236,-7654288.087,20623977.381,-45.103,-2666.88,-984.081,1223.64,0.0,20839528.347,2.998,0.0,4.273,2.975,20840744.739,G25,1273530667442,-2705891.821259602,-4277276.670802478,3868140.168423705,2720.4993066790375
