,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,5,GPS_L1,1273530863368005510,-1726632.158,-26371161.74,984430.464,338.35,111.484,3166.085,-3793.899,-0.001,22312913.843,2.998,0.0,6.229,4.417,22309109.298,G5,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
1,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,25,GPS_L1,1273530863373142419,-14636598.927,-8177032.8,20421489.064,-74.378,-2639.751,-1071.481,1223.717,0.0,20772907.267,3.897,0.0,4.208,2.925,20774123.851,G25,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
2,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,29,GPS_L1,1273530863366543323,-21753745.098,745496.31,15191725.777,1608.077,-1079.269,2346.543,-31300.494,-0.003,22751266.478,2.099,0.0,6.515,4.875,22719954.594,G29,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
3,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,31,GPS_L1,1273530863358198951,-8816484.57,12554655.985,21658601.924,-2434.758,-1297.566,-193.841,-12713.918,-0.001,25252846.27,3.598,0.0,9.595,25.629,25240097.128,G31,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
4,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,2,GPS_L1,1273530863370970706,-2388048.814,-16927420.376,20982014.774,2356.297,895.792,1016.894,-136679.998,-0.0,21423970.446,1.799,0.0,4.059,2.838,21287283.551,G2,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
5,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,6,GPS_L1,1273530863365300874,9553325.854,-11670502.513,21918727.238,2463.133,1254.9,-401.968,-81414.031,-0.002,23123743.318,1.499,0.0,6.408,5.338,23042317.541,G6,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
6,2020-05-14-US-MTV-1,Pixel4,1273530863442,1,12,GPS_L1,1273530863375450240,-10515215.039,-18396892.879,15876861.693,172.684,-2048.012,-2210.141,35342.637,-0.002,20081039.937,1.199,0.0,3.753,2.507,20116376.314,G12,1273530864442,-2708916.297020246,-4273759.155525454,3869898.746304324,2488.2889141451687
0,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,5,GPS_L1,1273530864368007142,-1726293.786,-26371050.066,987596.544,338.394,111.863,3166.064,-3793.899,-0.001,22312424.582,2.998,0.0,6.229,4.416,22308620.038,G5,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
1,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,19,GPS_L1,1273530864359346267,17962482.736,-16748772.988,9788263.983,1231.528,-416.829,-2886.621,-47594.805,0.001,24908889.586,7.195,0.0,9.634,18.325,24861266.822,G19,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
2,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,25,GPS_L1,1273530864373143522,-14636673.379,-8179672.482,20420417.36,-74.524,-2639.607,-1071.922,1223.717,0.0,20772576.596,3.897,0.0,4.208,2.925,20773793.18,G25,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
3,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,29,GPS_L1,1273530864366544787,-21752136.923,744416.915,15194072.16,1608.268,-1079.516,2346.219,-31300.497,-0.003,22750827.582,2.099,0.0,6.514,4.874,22719515.696999997,G29,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
4,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,31,GPS_L1,1273530864358200453,-8818919.356,12553358.494,21658407.852,-2434.806,-1297.412,-194.302,-12713.919,-0.001,25252395.982,3.298,0.0,9.595,25.611,25239646.857,G31,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
5,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,2,GPS_L1,1273530864370969667,-2385692.436,-16926524.632,20983031.455,2356.463,895.699,1016.472,-136679.998,-0.0,21424281.93,1.799,0.0,4.059,2.838,21287595.035,G2,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
6,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,6,GPS_L1,1273530864365298896,9555788.998,-11669247.703,21918325.039,2463.165,1254.726,-402.432,-81414.033,-0.002,23124336.307,1.499,0.0,6.409,5.339,23042910.525999997,G6,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
7,2020-05-14-US-MTV-1,Pixel4,1273530864442,1,12,GPS_L1,1273530864375450083,-10515042.42,-18398940.754,15874651.381,172.555,-2047.74,-2210.482,35342.635,-0.002,20081087.005,1.199,0.0,3.753,2.507,20116423.380000003,G12,1273530865442,-2708928.313156145,-4273739.037158404,3869912.3784782556,2483.0506873100508
0,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,5,GPS_L1,1273530865368008764,-1725955.369,-26370938.012,990762.603,338.439,112.242,3166.043,-3793.9,-0.001,22311938.318,2.998,0.0,6.228,4.415,22308133.775000002,G5,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
1,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,19,GPS_L1,1273530865359344425,17963714.085,-16749189.77,9785377.262,1231.175,-416.737,-2886.832,-47594.804,0.001,24909441.804,10.493,0.0,9.635,18.336,24861819.029,G19,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
2,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,25,GPS_L1,1273530865373144654,-14636747.977,-8182312.02,20419345.216,-74.671,-2639.463,-1072.363,1223.718,0.0,20772237.231,4.197,0.0,4.208,2.925,20773453.815999996,G25,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
3,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,29,GPS_L1,1273530865366546285,-21750528.557,743337.274,15196418.221,1608.458,-1079.762,2345.895,-31300.5,-0.003,22750378.493,2.099,0.0,6.513,4.873,22719066.607,G29,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
4,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,31,GPS_L1,1273530865358201931,-8821354.19,12552061.158,21658213.319,-2434.854,-1297.257,-194.764,-12713.92,-0.001,25251952.889,3.298,0.0,9.595,25.593,25239203.781,G31,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
5,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,2,GPS_L1,1273530865370968590,-2383335.893,-16925628.982,20984047.715,2356.629,895.605,1016.05,-136679.998,-0.0,21424604.807,1.799,0.0,4.059,2.838,21287917.912,G2,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
6,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,6,GPS_L1,1273530865365296928,9558252.174,-11667993.068,21917922.375,2463.196,1254.552,-402.896,-81414.035,-0.002,23124926.299,1.499,0.0,6.409,5.34,23043500.514999997,G6,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
7,2020-05-14-US-MTV-1,Pixel4,1273530865442,1,12,GPS_L1,1273530865375449924,-10514869.93,-18400988.357,15872440.729,172.426,-2047.468,-2210.823,35342.634,-0.002,20081134.672,1.199,0.0,3.753,2.507,20116471.046,G12,1273530866442,-2708940.3835808043,-4273718.927600615,3869926.0122262556,2477.818956543929
0,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,5,GPS_L1,1273530866368010399,-1725616.907,-26370825.58,993928.64,338.483,112.621,3166.021,-3793.901,-0.001,22311448.158,2.698,0.0,6.227,4.415,22307643.615,G5,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
1,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,19,GPS_L1,1273530866359342562,17964945.08,-16749606.459,9782490.33,1230.822,-416.644,-2887.043,-47594.803,0.001,24910000.318,5.696,0.0,9.636,18.347,24862377.532,G19,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
2,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,25,GPS_L1,1273530866373145772,-14636822.722,-8184951.413,20418272.63,-74.817,-2639.319,-1072.805,1223.718,0.0,20771902.063,3.897,0.0,4.207,2.924,20773118.650000002,G25,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
3,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,29,GPS_L1,1273530866366547756,-21748920.001,742257.386,15198763.957,1608.649,-1080.009,2345.571,-31300.503,-0.003,22749937.498,2.099,0.0,6.512,4.873,22718625.610000003,G29,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
4,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,31,GPS_L1,1273530866358203412,-8823789.072,12550763.975,21658018.323,-2434.903,-1297.103,-195.226,-12713.921,-0.001,25251508.896,3.298,0.0,9.594,25.574,25238759.807,G31,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
5,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,2,GPS_L1,1273530866370967536,-2380979.184,-16924733.425,20985063.553,2356.794,895.512,1015.628,-136679.998,-0.0,21424920.788,1.499,0.0,4.059,2.838,21288233.893,G2,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
6,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,6,GPS_L1,1273530866365294960,9560715.381,-11666738.606,21917519.248,2463.228,1254.377,-403.359,-81414.036,-0.002,23125516.29,1.499,0.0,6.41,5.341,23044090.503000002,G6,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
7,2020-05-14-US-MTV-1,Pixel4,1273530866442,1,12,GPS_L1,1273530866375449760,-10514697.569,-18403035.688,15870229.735,172.298,-2047.196,-2211.164,35342.632,-0.002,20081183.838,1.199,0.0,3.753,2.507,20116520.21,G12,1273530867442,-2708952.4543210636,-4273698.763377643,3869939.656356187,2472.6137293133147
0,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,5,GPS_L1,1273530867368012000,-1725278.402,-26370712.769,997094.655,338.527,112.999,3166.0,-3793.901,-0.001,22310968.19,2.698,0.0,6.226,4.414,22307163.649,G5,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
1,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,19,GPS_L1,1273530867359340651,17966175.723,-16750023.056,9779603.187,1230.47,-416.551,-2887.254,-47594.802,0.001,24910573.221,8.094,0.0,9.637,18.358,24862950.424000002,G19,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
2,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,25,GPS_L1,1273530867373146857,-14636897.613,-8187590.663,20417199.603,-74.964,-2639.175,-1073.246,1223.718,0.0,20771576.789,4.197,0.0,4.207,2.924,20772793.376000002,G25,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
3,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,29,GPS_L1,1273530867366549238,-21747311.255,741177.251,15201109.369,1608.839,-1080.255,2345.247,-31300.505,-0.003,22749493.205,2.099,0.0,6.512,4.872,22718181.316,G29,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
4,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,31,GPS_L1,1273530867358204890,-8826224.002,12549466.947,21657822.866,-2434.951,-1296.949,-195.688,-12713.922,-0.001,25251065.803,3.598,0.0,9.594,25.556,25238316.731,G31,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
5,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,2,GPS_L1,1273530867370966481,-2378622.308,-16923837.961,20986078.969,2356.96,895.418,1015.206,-136679.998,-0.0,21425237.069,1.799,0.0,4.06,2.838,21288550.173,G2,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
6,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,6,GPS_L1,1273530867365292983,9563178.62,-11665484.319,21917115.657,2463.259,1254.203,-403.823,-81414.038,-0.002,23126108.98,1.499,0.0,6.411,5.342,23044683.189000003,G6,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
7,2020-05-14-US-MTV-1,Pixel4,1273530867442,1,12,GPS_L1,1273530867375449597,-10514525.336,-18405082.747,15868018.4,172.169,-2046.924,-2211.505,35342.63,-0.002,20081232.704,1.199,0.0,3.753,2.507,20116569.074,G12,1273530868442,-2708964.6160157905,-4273678.615992434,3869953.3333230037,2469.316360620592
0,2020-05-14-US-MTV-1,Pixel4,1273530868442,1,5,GPS_L1,1273530868368013625,-1724939.851,-26370599.579,1000260.65,338.572,113.378,3165.978,-3793.902,-0.001,22310481.027,2.998,0.0,6.225,4.413,22306676.487,G5,1273530869442,-2708976.759580618,-4273658.397924729,3869967.0346738375,2463.569552392221
1,2020-05-14-US-MTV-1,Pixel4,1273530868442,1,19,GPS_L1,1273530868359338814,17967406.013,-16750439.56,9776715.832,1230.117,-416.458,-2887.465,-47594.801,0.001,24911123.94,4.797,0.0,9.637,18.369,24863501.133000005,G19,1273530869442,-2708976.759580618,-4273658.397924729,3869967.0346738375,2463.569552392221
2,2020-05-14-US-MTV-1,Pixel4,1273530868442,1,25,GPS_L1,1273530868373147983,-14636972.651,-8190229.768,20416126.135,-75.11,-2639.03,-1073.687,1223.719,0.0,20771239.222,3.897,0.0,4.207,2.924,20772455.810000002,G25,1273530869442,-2708976.759580618,-4273658.397924729,3869967.0346738375,2463.569552392221
