,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,5,GPS_L1,1273530463367342407,-1858961.914,-26385389.155,-282974.83,324.634,-40.47,3169.109,-3793.648,-0.001,22511707.121,1.799,0.0,6.568,4.707,22507902.198000003,G5,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
1,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,19,GPS_L1,1273530463360097233,17440352.415,-16574792.138,10928145.5,1372.405,-449.379,-2796.918,-47595.225,0.001,24683755.643,3.897,0.0,9.326,14.759,24636136.332999997,G19,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
2,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,25,GPS_L1,1273530463372680137,-14618788.459,-7110295.183,20814526.462,-14.172,-2692.201,-893.097,1223.565,0.0,20911495.925,1.799,0.0,4.346,3.03,20912712.114,G25,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
3,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,29,GPS_L1,1273530463365954808,-22381083.978,1157615.127,14227743.569,1527.001,-981.67,2471.987,-31299.409,-0.003,22927698.836,2.099,0.0,6.81,5.19,22896387.426999997,G29,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
4,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,31,GPS_L1,1273530463357594898,-7847078.278,13085703.185,21699145.881,-2410.674,-1356.835,-8.77,-12713.581,-0.001,25433936.804,4.197,0.0,9.661,35.707,25421177.855000004,G31,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
5,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,2,GPS_L1,1273530463371384127,-3316780.813,-17292789.069,20541724.043,2286.115,929.989,1184.0,-136679.988,-0.0,21300029.948,1.199,0.0,3.988,2.767,21163343.204999994,G2,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
6,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,6,GPS_L1,1273530463366086409,8571291.433,-12186134.933,22042324.036,2445.355,1322.548,-215.838,-81413.284,-0.002,22888245.849,2.099,0.0,6.137,4.905,22806821.523,G6,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
7,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,12,GPS_L1,1273530463375491280,-10594970.377,-17556479.968,16733131.888,227.006,-2152.653,-2069.952,35343.302,-0.002,20068736.455,1.199,0.0,3.751,2.506,20104073.5,G12,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
8,2020-05-14-US-MTV-1,Pixel4,1273530463442,1,24,GPS_L1,1273530463363108863,-21247565.362,-15004873.508,-6450190.11,844.692,50.582,-2955.429,-3908.53,0.001,23780891.683,4.197,0.0,8.452,6.746,23776967.955,G24,1273530464442,-2704433.882067587,-4281299.763011745,3864730.3459910857,2168.2087215003626
0,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,5,GPS_L1,1273530464367344119,-1858637.267,-26385429.435,-279805.712,324.658,-40.09,3169.116,-3793.649,-0.001,22511193.877,1.799,0.0,6.567,4.706,22507388.955,G5,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
1,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,19,GPS_L1,1273530464360095382,17441724.643,-16575241.481,10925348.469,1372.056,-449.309,-2797.154,-47595.224,0.001,24684310.559,3.598,0.0,9.327,14.766,24636691.242000002,G19,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
2,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,25,GPS_L1,1273530464372681375,-14618802.709,-7112987.328,20813633.138,-14.326,-2692.083,-893.547,1223.565,0.0,20911124.781,1.799,0.0,4.345,3.03,20912340.971,G25,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
3,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,29,GPS_L1,1273530464365956309,-22379556.867,1156633.335,14230215.408,1527.216,-981.911,2471.684,-31299.411,-0.003,22927248.848,2.099,0.0,6.809,5.189,22895937.439000003,G29,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
4,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,31,GPS_L1,1273530464357596476,-7849488.991,13084346.419,21699136.88,-2410.746,-1356.693,-9.233,-12713.582,-0.001,25433463.731,3.897,0.0,9.661,35.672,25420704.816000003,G31,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
5,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,2,GPS_L1,1273530464371383157,-3314494.607,-17291859.12,20542907.835,2286.299,929.911,1183.587,-136679.988,-0.0,21300320.747,1.199,0.0,3.988,2.767,21163634.003999997,G2,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
6,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,6,GPS_L1,1273530464366084515,8573736.812,-12184812.469,22042107.965,2445.412,1322.385,-216.304,-81413.286,-0.002,22888813.656,2.099,0.0,6.138,4.906,22807389.326,G6,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
7,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,12,GPS_L1,1273530464375491275,-10594743.443,-17558632.495,16731061.755,226.863,-2152.402,-2070.312,35343.3,-0.002,20068737.954,1.199,0.0,3.751,2.506,20104074.997,G12,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
8,2020-05-14-US-MTV-1,Pixel4,1273530464442,1,24,GPS_L1,1273530464363106884,-21246720.504,-15004822.872,-6453145.466,845.026,50.69,-2955.295,-3908.529,0.001,23781484.972,3.897,0.0,8.453,6.748,23777561.242,G24,1273530465442,-2704440.6964614205,-4281278.929820233,3864748.254504956,2164.438388797486
