,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,5,GPS_L1,1273530363367171448,-1891312.501,-26379438.867,-599844.46,322.46,-78.539,3168.159,-3793.587,-0.001,22562959.34,2.698,0.0,6.657,4.788,22559154.308,G5,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
1,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,19,GPS_L1,1273530363360282675,17301366.453,-16529515.173,11206646.137,1407.3,-456.067,-2773.003,-47595.326,0.001,24628161.53,2.998,0.0,9.249,14.071,24580542.884,G19,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
2,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,25,GPS_L1,1273530363372556230,-14618144.497,-6840495.397,20901580.987,1.32,-2703.678,-847.957,1223.53,0.0,20948642.309,2.398,0.0,4.384,3.059,20949858.396,G25,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
3,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,29,GPS_L1,1273530363365805704,-22532700.945,1254578.895,13979037.244,1505.235,-957.629,2502.044,-31299.138,-0.003,22972399.091,2.998,0.0,6.886,5.276,22941087.790999997,G29,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
4,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,31,GPS_L1,1273530363357436040,-7606380.607,13222090.145,21697705.777,-2403.174,-1370.844,37.575,-12713.493,-0.001,25481561.234,3.598,0.0,9.668,39.553,25468798.52,G31,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
5,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,2,GPS_L1,1273530363371481136,-3544460.889,-17386167.732,20421260.829,2267.416,937.517,1225.229,-136679.984,-0.0,21270947.381,1.199,0.0,3.973,2.751,21134260.673,G2,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
6,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,6,GPS_L1,1273530363366278019,8327052.193,-12319202.319,22061574.421,2439.335,1338.756,-169.162,-81413.097,-0.002,22830802.616,2.099,0.0,6.072,4.81,22749378.637000002,G6,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
7,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,12,GPS_L1,1273530363375491635,-10618388.814,-17339968.997,16938320.594,241.417,-2177.476,-2033.745,35343.471,-0.002,20068630.028,1.199,0.0,3.753,2.508,20103967.238,G12,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
8,2020-05-14-US-MTV-1,Pixel4,1273530363442,1,24,GPS_L1,1273530363363312117,-21330362.642,-15009384.53,-6153989.996,811.26,39.555,-2968.484,-3908.605,0.001,23719957.667,9.294,0.0,8.329,6.565,23716034.167999998,G24,1273530364442,-2703624.3535725414,-4283284.846759049,3863107.9104967574,2187.908828703851
0,2020-05-14-US-MTV-1,Pixel4,1273530364442,1,5,GPS_L1,1273530364367173152,-1890990.031,-26379517.214,-596676.29,322.48,-78.158,3168.171,-3793.588,-0.001,22562448.494,2.398,0.0,6.656,4.787,22558643.463,G5,1273530365442,-2703633.273313593,-4283264.539117873,3863124.075342908,2191.0765314742935
